

COLOR_GrasSurface
N042.43.53.996 E002.52.35.706
N042.43.54.000 E002.52.35.762
N042.43.53.969 E002.52.35.840
N042.43.53.858 E002.52.36.026
N042.43.53.778 E002.52.36.134
N042.43.53.714 E002.52.36.178
N042.43.53.668 E002.52.36.191
N042.43.53.621 E002.52.36.186
N042.43.53.575 E002.52.36.164
N042.43.53.553 E002.52.36.139
N042.43.53.172 E002.52.37.167
N042.43.50.628 E002.52.35.941
N042.43.48.560 E002.52.39.893
N042.43.51.236 E002.52.42.590
N042.43.53.408 E002.52.38.914
N042.43.53.667 E002.52.38.921
N042.43.54.344 E002.52.37.706
N042.43.54.279 E002.52.37.773
N042.43.54.240 E002.52.37.801
N042.43.54.208 E002.52.37.804
N042.43.54.160 E002.52.37.791
N042.43.54.076 E002.52.37.740
N042.43.54.007 E002.52.37.668
N042.43.53.959 E002.52.37.604
N042.43.53.920 E002.52.37.517
N042.43.53.904 E002.52.37.428
N042.43.53.900 E002.52.37.361
N042.43.53.918 E002.52.37.293
N042.43.54.122 E002.52.36.964
N042.43.54.329 E002.52.36.603
N042.43.54.381 E002.52.36.520
N042.43.54.411 E002.52.36.483
N042.43.54.436 E002.52.36.468
N042.43.54.463 E002.52.36.471
N042.43.54.496 E002.52.36.487
N042.43.54.844 E002.52.36.848
N042.43.56.843 E002.52.33.291
N042.43.56.826 E002.52.33.295
N042.43.56.812 E002.52.33.290
N042.43.56.793 E002.52.33.275
N042.43.56.766 E002.52.33.236
N042.43.56.748 E002.52.33.186
N042.43.56.743 E002.52.33.132
N042.43.56.744 E002.52.33.078
N042.43.56.762 E002.52.33.011
N042.43.57.042 E002.52.32.512
N042.43.57.157 E002.52.32.294
N042.43.57.208 E002.52.32.247
N042.43.57.249 E002.52.32.233
N042.43.57.290 E002.52.32.229
N042.43.57.328 E002.52.32.245
N042.43.57.358 E002.52.32.273
N042.43.57.376 E002.52.32.307
N042.43.57.382 E002.52.32.357
N042.43.57.902 E002.52.31.422


COLOR_HardSurface3
N042.44.39.605 E002.52.01.687
N042.44.39.537 E002.52.01.667
N042.44.39.475 E002.52.01.633
N042.44.39.408 E002.52.01.586
N042.44.39.344 E002.52.01.526
N042.44.39.296 E002.52.01.465
N042.44.39.206 E002.52.01.258
N042.44.39.207 E002.52.01.230
N042.44.39.218 E002.52.01.195
N042.44.39.729 E002.52.00.724
N042.44.39.827 E002.51.59.500
N042.44.38.302 E002.51.59.437
N042.44.38.201 E002.52.02.024
N042.44.38.740 E002.52.01.606
N042.44.38.838 E002.52.01.777
N042.44.38.864 E002.52.01.856
N042.44.38.879 E002.52.01.941
N042.44.38.881 E002.52.02.050
N042.44.38.871 E002.52.02.150
N042.44.38.848 E002.52.02.249
N042.44.38.810 E002.52.02.313
N042.44.38.794 E002.52.02.349
N042.44.38.796 E002.52.02.379
N042.44.38.793 E002.52.02.416
N042.44.39.651 E002.52.01.693


COLOR_HardSurface2
N042.44.36.282 E002.52.04.502
N042.44.35.658 E002.52.05.016
