COLOR_GrasSurface
N049.27.33.651 E002.06.59.997
N049.27.33.722 E002.07.00.190
N049.27.33.790 E002.07.00.442
N049.27.33.858 E002.07.00.839
N049.27.33.874 E002.07.01.126
N049.27.33.972 E002.07.03.603
N049.27.34.734 E002.07.03.561
N049.27.34.642 E002.07.01.370
N049.27.34.626 E002.07.00.984
N049.27.34.627 E002.07.00.725
N049.27.34.639 E002.07.00.525
N049.27.34.665 E002.07.00.368
N049.27.34.709 E002.07.00.224
N049.27.34.779 E002.07.00.055
N049.27.34.971 E002.06.59.617
N049.27.35.220 E002.06.59.069
N049.27.35.643 E002.06.58.250
N049.27.36.170 E002.06.57.407
N049.27.37.145 E002.06.55.937
N049.27.29.125 E002.06.45.075
N049.27.28.930 E002.06.44.801
N049.27.28.919 E002.06.44.726
N049.27.31.569 E002.06.38.629
N049.27.31.506 E002.06.37.177
N049.27.30.875 E002.06.36.504
N049.27.32.363 E002.06.33.341
N049.27.31.421 E002.06.32.327
N049.27.29.877 E002.06.35.622
N049.27.29.811 E002.06.35.709
N049.27.29.190 E002.06.35.683
N049.27.28.947 E002.06.35.598
N049.27.27.977 E002.06.34.797
N049.27.27.667 E002.06.35.686

COLOR_RunwayConcrete
N049.27.16.657 E002.06.42.528
N049.26.45.764 E002.07.53.628
N049.26.47.076 E002.07.54.932
N049.26.47.111 E002.07.55.320
N049.26.47.150 E002.07.55.628
N049.26.47.198 E002.07.55.920
N049.26.47.258 E002.07.56.228
N049.26.47.331 E002.07.56.529
N049.26.47.417 E002.07.56.825
N049.26.47.543 E002.07.57.169
N049.26.47.691 E002.07.57.465
N049.26.47.867 E002.07.57.763
N049.26.48.025 E002.07.58.009
N049.26.48.195 E002.07.58.229
N049.26.48.451 E002.07.58.503
N049.26.48.657 E002.07.58.694
N049.26.48.891 E002.07.58.877
N049.26.49.123 E002.07.59.024
N049.26.49.334 E002.07.59.121
N049.26.49.561 E002.07.59.189
N049.26.49.764 E002.07.59.228
N049.26.49.960 E002.07.59.250
N049.26.50.160 E002.07.59.254
N049.26.50.367 E002.07.59.248
N049.26.50.363 E002.07.58.350
