COLOR_GrasSurface
N045.12.59.178 E005.50.47.081
N045.12.59.288 E005.50.47.119
N045.13.04.776 E005.50.54.576
N045.13.04.815 E005.50.54.649
N045.13.04.826 E005.50.54.736
N045.13.04.833 E005.50.54.828
N045.13.04.827 E005.50.54.963
N045.13.04.820 E005.50.55.097
N045.13.04.792 E005.50.55.221
N045.13.04.715 E005.50.55.349
N045.13.04.251 E005.50.56.041
N045.13.04.501 E005.50.56.392
N045.13.05.045 E005.50.55.613
N045.13.05.115 E005.50.55.542
N045.13.05.219 E005.50.55.508
N045.13.05.346 E005.50.55.501
N045.13.05.410 E005.50.55.504
N045.13.05.493 E005.50.55.533
N045.13.09.728 E005.51.01.165
N045.13.09.792 E005.51.01.276
N045.13.09.820 E005.51.01.456
N045.13.09.813 E005.51.01.685
N045.13.09.797 E005.51.01.812
N045.13.09.764 E005.51.01.936
N045.13.09.689 E005.51.02.053
N045.13.09.581 E005.51.02.216
N045.13.09.237 E005.51.02.748
N045.13.09.492 E005.51.03.074
N045.13.09.850 E005.51.02.503
N045.13.09.904 E005.51.02.427
N045.13.09.962 E005.51.02.347
N045.13.10.023 E005.51.02.287
N045.13.10.091 E005.51.02.238
N045.13.10.179 E005.51.02.192
N045.13.10.265 E005.51.02.184
N045.13.10.340 E005.51.02.202
N045.13.10.445 E005.51.02.238
N045.13.10.612 E005.51.02.365
N045.13.15.053 E005.51.08.447
N045.13.15.136 E005.51.08.566
N045.13.15.160 E005.51.08.702
N045.13.15.174 E005.51.08.943
N045.13.15.169 E005.51.09.045
N045.13.15.155 E005.51.09.151
N045.13.15.126 E005.51.09.252
N045.13.15.064 E005.51.09.400
N045.13.14.939 E005.51.09.604
N045.13.14.837 E005.51.09.749
N045.13.14.699 E005.51.09.881
N045.13.14.516 E005.51.10.026
N045.13.14.698 E005.51.10.360
N045.13.14.837 E005.51.10.227
N045.13.14.963 E005.51.10.105
N045.13.15.086 E005.51.09.967
N045.13.15.230 E005.51.09.779
N045.13.15.334 E005.51.09.611
N045.13.15.470 E005.51.09.415
N045.13.15.541 E005.51.09.323
N045.13.15.612 E005.51.09.254
N045.13.15.677 E005.51.09.248
N045.13.15.778 E005.51.09.411
N045.13.16.466 E005.51.08.506
N045.12.55.287 E005.50.39.792
N045.12.55.218 E005.50.39.893
N045.12.55.093 E005.50.40.064
N045.12.54.903 E005.50.40.300
N045.12.54.801 E005.50.40.474
N045.12.54.698 E005.50.40.656
