COLOR_GrasSurface          
N042.31.27.250 E008.47.31.942
N042.31.27.248 E008.47.32.144
N042.31.27.238 E008.47.32.416
N042.31.27.215 E008.47.32.821
N042.31.27.192 E008.47.33.038
N042.31.27.142 E008.47.33.272
N042.31.27.082 E008.47.33.450
N042.31.27.017 E008.47.33.626
N042.31.26.967 E008.47.33.705
N042.31.26.901 E008.47.33.766
N042.31.26.786 E008.47.33.807
N042.31.26.505 E008.47.33.888
N042.31.26.171 E008.47.33.882
N042.31.21.247 E008.47.33.757
N042.31.21.096 E008.47.33.619
N042.31.21.021 E008.47.33.500
N042.31.20.971 E008.47.33.381
N042.31.20.930 E008.47.33.272
N042.31.20.862 E008.47.32.119
N042.31.20.875 E008.47.32.009
N042.31.20.887 E008.47.31.921
N042.31.20.973 E008.47.31.669
N042.31.20.401 E008.47.31.690
N042.31.20.480 E008.47.31.909
N042.31.20.500 E008.47.32.034
N042.31.20.524 E008.47.32.266
N042.31.20.541 E008.47.32.601
N042.31.20.551 E008.47.32.967
N042.31.20.537 E008.47.33.192
N042.31.20.493 E008.47.33.376
N042.31.20.439 E008.47.33.508
N042.31.20.392 E008.47.33.616
N042.31.20.328 E008.47.33.694
N042.31.20.235 E008.47.33.764
N042.31.20.153 E008.47.33.837
N042.31.21.343 E008.47.33.820
N042.31.17.979 E008.47.33.905
N042.31.18.064 E008.47.33.903
N042.31.18.003 E008.47.33.671
N042.31.17.935 E008.47.33.213
N042.31.17.923 E008.47.32.548
N042.31.17.886 E008.47.32.240
N042.31.17.819 E008.47.31.816
N042.31.17.131 E008.47.31.825
N042.31.17.184 E008.47.32.573
N042.31.17.196 E008.47.33.203
N042.31.17.172 E008.47.33.633
N042.31.17.099 E008.47.33.880
N042.31.16.294 E008.47.33.923
N042.31.16.134 E008.47.33.906
N042.31.15.946 E008.47.33.861
N042.31.15.653 E008.47.33.753
N042.31.15.344 E008.47.33.487
N042.31.15.061 E008.47.33.208
N042.31.14.814 E008.47.32.939
N042.31.14.693 E008.47.32.843
N042.31.14.585 E008.47.32.785
N042.31.14.482 E008.47.32.756
N042.31.14.386 E008.47.32.732
N042.31.14.125 E008.47.32.713
N042.31.14.025 E008.47.32.709
N042.31.13.995 E008.47.31.837
N042.31.13.222 E008.47.31.754
N042.31.13.219 E008.47.32.833
N042.31.13.327 E008.47.33.277

COLOR_HardSurface3         
N042.31.27.222 E008.47.28.721
N042.31.32.611 E008.47.28.664
N042.31.33.954 E008.47.30.470
N042.31.35.205 E008.47.30.453
N042.31.35.217 E008.47.25.938
N042.31.28.233 E008.47.25.948
N042.31.28.181 E008.47.25.945
N042.31.28.149 E008.47.25.941
N042.31.28.122 E008.47.25.932
N042.31.28.091 E008.47.25.919
N042.31.28.069 E008.47.25.903
N042.31.28.037 E008.47.25.875
N042.31.28.013 E008.47.25.851
N042.31.27.999 E008.47.25.832
N042.31.27.983 E008.47.25.809
N042.31.27.968 E008.47.25.777
N042.31.27.954 E008.47.25.748
N042.31.27.942 E008.47.25.703
N042.31.27.931 E008.47.25.645
N042.31.27.927 E008.47.25.568
N042.31.27.931 E008.47.24.603
N042.31.27.927 E008.47.24.539
N042.31.27.925 E008.47.24.490
N042.31.27.919 E008.47.24.461
N042.31.27.914 E008.47.24.442
N042.31.27.902 E008.47.24.421
N042.31.27.885 E008.47.24.401
N042.31.27.870 E008.47.24.391
N042.31.27.854 E008.47.24.382
N042.31.27.837 E008.47.24.378
N042.31.27.816 E008.47.24.377
N042.31.27.792 E008.47.24.378
N042.31.25.504 E008.47.24.450
N042.31.25.367 E008.47.24.478
N042.31.25.341 E008.47.24.549
N042.31.25.357 E008.47.25.423
N042.31.24.535 E008.47.25.422
N042.31.24.388 E008.47.25.586
N042.31.24.379 E008.47.27.018
N042.31.22.131 E008.47.27.032
N042.31.22.087 E008.47.25.024
N042.31.21.760 E008.47.24.650
N042.31.21.673 E008.47.23.843
N042.31.19.184 E008.47.25.103
N042.31.15.779 E008.47.27.693
N042.31.15.987 E008.47.28.226
N042.31.16.809 E008.47.28.738
N042.31.17.524 E008.47.28.091
N042.31.17.934 E008.47.29.076
N042.31.18.369 E008.47.29.049
N042.31.18.498 E008.47.29.206
N042.31.18.514 E008.47.30.514
N042.31.20.258 E008.47.30.486
N042.31.20.952 E008.47.31.554
N042.31.21.104 E008.47.31.450
N042.31.21.282 E008.47.31.444
N042.31.25.028 E008.47.31.319
N042.31.25.063 E008.47.31.054
N042.31.25.614 E008.47.30.838
N042.31.25.656 E008.47.30.273
N042.31.26.060 E008.47.30.306

COLOR_HardSurface3         
N042.31.44.759 E008.47.27.347
N042.31.44.872 E008.47.27.239
N042.31.45.011 E008.47.27.068
N042.31.45.096 E008.47.26.876
N042.31.45.143 E008.47.26.625
N042.31.45.171 E008.47.26.385
N042.31.45.202 E008.47.26.130
N042.31.45.170 E008.47.25.865
N042.31.45.047 E008.47.25.428
N042.31.44.412 E008.47.24.174
N042.31.44.442 E008.47.23.293
N042.31.41.095 E008.47.23.136
N042.31.41.015 E008.47.26.241
N042.31.44.038 E008.47.26.365
N042.31.44.014 E008.47.27.372
N042.31.44.364 E008.47.27.406
N042.31.44.593 E008.47.27.395

COLOR_Building             
N042.31.39.252 E008.47.25.332
N042.31.39.253 E008.47.25.196
N042.31.39.842 E008.47.25.202
N042.31.39.842 E008.47.24.654
N042.31.39.074 E008.47.24.649
N042.31.39.071 E008.47.25.333

COLOR_Building             
N042.31.37.542 E008.47.25.322
N042.31.38.469 E008.47.25.303
N042.31.38.464 E008.47.25.088
N042.31.38.507 E008.47.25.048
N042.31.38.532 E008.47.25.010
N042.31.38.547 E008.47.24.962
N042.31.38.550 E008.47.24.919
N042.31.38.543 E008.47.24.873
N042.31.38.534 E008.47.24.832
N042.31.38.520 E008.47.24.801
N042.31.38.826 E008.47.24.789
N042.31.38.823 E008.47.24.202
N042.31.38.654 E008.47.24.205
